ensembl_gene_id	description
ENSOCUG00000016617	olfactory receptor family 1 subfamily M member 1 
ENSOCUG00000013407	G protein-coupled receptor class C group 5 member C 
ENSOCUG00000023375	
ENSOCUG00000012767	
ENSOCUG00000008282	
ENSOCUG00000006887	cytochrome P450 family 8 subfamily B member 1 
ENSOCUG00000003869	DEK proto-oncogene 
ENSOCUG00000005059	phosphopantothenoylcysteine decarboxylase 
ENSOCUG00000021438	adhesion G protein-coupled receptor E5 
ENSOCUG00000026243	
ENSOCUG00000014728	
ENSOCUG00000023778	
ENSOCUG00000023495	
ENSOCUG00000008251	transportin 2 
ENSOCUG00000021412	
ENSOCUG00000009640	
ENSOCUG00000006892	atypical chemokine receptor 2 
ENSOCUG00000029163	
ENSOCUG00000012848	
ENSOCUG00000025774	
ENSOCUG00000029150	zinc finger protein 677 
ENSOCUG00000008855	cerebral endothelial cell adhesion molecule 
ENSOCUG00000025650	
ENSOCUG00000007138	exosome component 2 
ENSOCUG00000015842	
ENSOCUG00000002444	
ENSOCUG00000025577	
ENSOCUG00000013166	coiled-coil domain containing 13 
ENSOCUG00000012717	
ENSOCUG00000023886	
ENSOCUG00000025048	C-X-C motif chemokine receptor 5 
ENSOCUG00000015343	
ENSOCUG00000027585	B-cell CLL/lymphoma 9-like 
ENSOCUG00000006573	secretory carrier membrane protein 5 
ENSOCUG00000027089	regulator of G-protein signaling 16 
ENSOCUG00000027897	
ENSOCUG00000015693	
ENSOCUG00000022777	
ENSOCUG00000016764	myelin transcription factor 1 like 
ENSOCUG00000029249	
ENSOCUG00000012507	
ENSOCUG00000009207	transmembrane protein 202 
ENSOCUG00000026170	Wnt family member 9A 
ENSOCUG00000015618	Oryctolagus cuniculus vomeronasal 1 receptor oryCunV1R1579 (ORYCUNV1R1579), mRNA. 
ENSOCUG00000005088	serpin family B member 1 
ENSOCUG00000002437	cleavage and polyadenylation specific factor 4 
ENSOCUG00000010395	StAR related lipid transfer domain containing 5 
ENSOCUG00000000533	ribonuclease P/MRP subunit p25 
ENSOCUG00000014111	DSCR3 arrestin fold containing 
ENSOCUG00000021950	Oryctolagus cuniculus vomeronasal 1 receptor oryCunV1R1626 (ORYCUNV1R1626), mRNA. 
ENSOCUG00000021788	
ENSOCUG00000009190	
ENSOCUG00000017408	family with sequence similarity 219 member B 
ENSOCUG00000010651	testis expressed 101 
ENSOCUG00000013155	hedgehog acyltransferase-like 
ENSOCUG00000023081	Oryctolagus cuniculus vomeronasal 1 receptor oryCunV1R1615 (ORYCUNV1R1615), mRNA. 
ENSOCUG00000003859	lysine demethylase 1B 
ENSOCUG00000010406	negative elongation factor complex member C/D 
ENSOCUG00000015819	sodium/glucose cotransporter 5  
ENSOCUG00000002731	protease, serine 38 
ENSOCUG00000007141	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta 
ENSOCUG00000021017	
ENSOCUG00000008149	mannose phosphate isomerase 
ENSOCUG00000022122	zinc finger protein 467 
ENSOCUG00000029750	
ENSOCUG00000025679	
ENSOCUG00000000586	vesicle transport through interaction with t-SNAREs 1B 
ENSOCUG00000026442	
ENSOCUG00000006661	tripartite motif containing 47 
ENSOCUG00000028141	Oryctolagus cuniculus vomeronasal 1 receptor oryCunV1R1623 (ORYCUNV1R1623), mRNA. 
ENSOCUG00000004725	NOP14 nucleolar protein 
ENSOCUG00000007140	ABL proto-oncogene 1, non-receptor tyrosine kinase 
ENSOCUG00000001443	KRAB-A domain containing 1 
ENSOCUG00000010584	
ENSOCUG00000015922	ribonuclease L 
ENSOCUG00000021382	Oryctolagus cuniculus vomeronasal 1 receptor oryCunV1R1535 (ORYCUNV1R1535), mRNA. 
ENSOCUG00000028088	zinc finger protein 667 
ENSOCUG00000027473	
ENSOCUG00000010384	interleukin 16 
ENSOCUG00000005081	Werner helicase interacting protein 1 
ENSOCUG00000008845	zinc finger protein 583 
ENSOCUG00000005814	dual specificity tyrosine phosphorylation regulated kinase 1A 
ENSOCUG00000029075	zinc finger protein 582 
ENSOCUG00000022756	uroplakin 2 
ENSOCUG00000025184	
ENSOCUG00000025418	Oryctolagus cuniculus vomeronasal 1 receptor oryCunV1R1624 (ORYCUNV1R1624), mRNA. 
ENSOCUG00000024734	
ENSOCUG00000006360	synaptosome associated protein 47 
ENSOCUG00000005076	myosin light chain kinase family member 4 
ENSOCUG00000024428	Oryctolagus cuniculus vomeronasal 1 receptor oryCunV1R1619 (ORYCUNV1R1619), mRNA. 
ENSOCUG00000013151	kelch like family member 40 
ENSOCUG00000003854	thiopurine S-methyltransferase 
ENSOCUG00000026683	
ENSOCUG00000023084	
ENSOCUG00000023657	jumonji domain containing 4 
ENSOCUG00000021176	Oryctolagus cuniculus vomeronasal 1 receptor oryCunV1R1546 (ORYCUNV1R1546), mRNA. 
ENSOCUG00000003646	
ENSOCUG00000000584	arginase 2 
ENSOCUG00000015142	GDP-mannose 4,6-dehydratase 
ENSOCUG00000000934	
ENSOCUG00000024971	
ENSOCUG00000010329	tripartite motif containing 65 
ENSOCUG00000010576	BUD31 homolog 
ENSOCUG00000021931	
ENSOCUG00000021363	
ENSOCUG00000027541	
ENSOCUG00000013057	gastrulation brain homeobox 2 
ENSOCUG00000028035	ankyrin repeat and SOCS box containing 18 
ENSOCUG00000010572	PDGFA associated protein 1 
ENSOCUG00000025216	HSPA (Hsp70) binding protein 1 
ENSOCUG00000011520	olfactory receptor family 2 subfamily T member 11 (gene/pseudogene) 
ENSOCUG00000016314	transmembrane protein 119 
ENSOCUG00000021487	
ENSOCUG00000020899	zinc finger and BTB domain containing 47 
ENSOCUG00000022038	
ENSOCUG00000010417	cathepsin Z 
ENSOCUG00000016305	iron-sulfur cluster assembly enzyme 
ENSOCUG00000010996	transcription factor AP-2 gamma 
ENSOCUG00000021349	olfactory receptor family 14 subfamily I member 1 
ENSOCUG00000004197	
ENSOCUG00000025962	actin related protein 2/3 complex subunit 1B 
ENSOCUG00000008848	ubiquitin related modifier 1 
ENSOCUG00000016258	
ENSOCUG00000028154	
ENSOCUG00000026847	
ENSOCUG00000012419	potassium voltage-gated channel subfamily J member 6 
ENSOCUG00000009674	
ENSOCUG00000004501	
ENSOCUG00000024874	
ENSOCUG00000012240	IQ motif containing with AAA domain 1 
ENSOCUG00000008838	solute carrier family 27 member 4 
ENSOCUG00000022004	
ENSOCUG00000017244	coiled-coil domain containing 84 
ENSOCUG00000015718	major facilitator superfamily domain containing 11 
ENSOCUG00000010623	kelch like family member 17 
ENSOCUG00000006649	protein phosphatase 6 regulatory subunit 1 
ENSOCUG00000024161	potassium voltage-gated channel subfamily J member 15 
ENSOCUG00000007341	COP9 signalosome subunit 8 
ENSOCUG00000005838	G protein-coupled receptor kinase 4 
ENSOCUG00000010611	mitochondrial ribosomal protein L38 
ENSOCUG00000016285	squamous cell carcinoma antigen recognized by T-cells 3 
ENSOCUG00000026505	F-box and WD repeat domain containing 9 
ENSOCUG00000000104	ERG, ETS transcription factor 
ENSOCUG00000027481	MN1 proto-oncogene, transcriptional regulator 
ENSOCUG00000006183	
ENSOCUG00000029727	tubulin beta 1 class VI 
ENSOCUG00000022077	unc-51 like kinase 3 
ENSOCUG00000000583	phosphatidylinositol glycan anchor biosynthesis class H 
ENSOCUG00000025751	
ENSOCUG00000003851	NHL repeat containing E3 ubiquitin protein ligase 1 
ENSOCUG00000005861	ETS proto-oncogene 2, transcription factor 
ENSOCUG00000017256	ribosomal protein S25 
ENSOCUG00000010906	atypical chemokine receptor 3 
ENSOCUG00000009045	argininosuccinate synthase 1 
ENSOCUG00000029138	
ENSOCUG00000024063	
ENSOCUG00000020934	transmembrane protein 86B 
ENSOCUG00000001042	
ENSOCUG00000022423	
ENSOCUG00000017902	replication termination factor 2 domain containing 1 
ENSOCUG00000000574	pleckstrin homology, MyTH4 and FERM domain containing H1 
ENSOCUG00000000511	phosphatidylinositol transfer protein beta 
ENSOCUG00000021319	
ENSOCUG00000024054	
ENSOCUG00000007472	
ENSOCUG00000005621	
ENSOCUG00000013128	natural killer cell triggering receptor 
ENSOCUG00000017261	
ENSOCUG00000005834	WD repeat domain 83 
ENSOCUG00000011245	ZFP28 zinc finger protein 
ENSOCUG00000023864	
ENSOCUG00000022919	
ENSOCUG00000016732	
ENSOCUG00000021003	
ENSOCUG00000003944	actin related protein 2/3 complex subunit 1A 
ENSOCUG00000022959	
ENSOCUG00000011264	fibrinogen C domain containing 1 
ENSOCUG00000026844	complexin 3 
ENSOCUG00000025071	arginine demethylase and lysine hydroxylase 
ENSOCUG00000022111	
ENSOCUG00000011884	lectin, mannose binding 1 like 
ENSOCUG00000025644	
ENSOCUG00000011036	NOC2 like nucleolar associated transcriptional repressor 
ENSOCUG00000021663	
ENSOCUG00000016299	mesoderm development candidate 1 
ENSOCUG00000020993	
ENSOCUG00000022978	
ENSOCUG00000016290	mesoderm development candidate 2 
ENSOCUG00000023471	
ENSOCUG00000023721	
ENSOCUG00000013119	SEC22 homolog C, vesicle trafficking protein 
ENSOCUG00000023235	
ENSOCUG00000017955	kinesin family member 13A 
ENSOCUG00000027064	
ENSOCUG00000025583	
ENSOCUG00000009570	tetratricopeptide repeat domain 28 
ENSOCUG00000017267	solute carrier family 37 member 4 
ENSOCUG00000016865	zinc finger protein 831 
ENSOCUG00000008252	
ENSOCUG00000015573	matrix remodeling associated 7 
ENSOCUG00000016278	FIC domain containing 
ENSOCUG00000022315	cell migration inducing hyaluronan binding protein 
ENSOCUG00000012001	glutaryl-CoA dehydrogenase 
ENSOCUG00000025675	endothelin 3 
ENSOCUG00000022040	
ENSOCUG00000027543	
ENSOCUG00000021748	
ENSOCUG00000000339	Heterogeneous nuclear ribonucleoprotein C  
ENSOCUG00000017904	glucosaminyl (N-acetyl) transferase family member 7 
ENSOCUG00000012259	chemerin chemokine-like receptor 1 
ENSOCUG00000023624	
ENSOCUG00000015522	
ENSOCUG00000016196	coenzyme Q4 
ENSOCUG00000013106	vasoactive intestinal peptide receptor 1 
ENSOCUG00000025291	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 
ENSOCUG00000023377	phosphatase and actin regulator 3 
ENSOCUG00000015887	WSC domain containing 2 
ENSOCUG00000026875	
ENSOCUG00000015545	NAD(P)HX dehydratase 
ENSOCUG00000021739	
ENSOCUG00000026703	
ENSOCUG00000024823	
ENSOCUG00000027611	Oryctolagus cuniculus cellular disintegrin ADAM 6d (ADAM6), mRNA. 
ENSOCUG00000012334	
ENSOCUG00000001792	karyopherin subunit alpha 7 
ENSOCUG00000029642	
ENSOCUG00000029662	
ENSOCUG00000017901	Cas scaffolding protein family member 4 
ENSOCUG00000008623	transmembrane protein 229B 
ENSOCUG00000012339	paternally expressed 3 
ENSOCUG00000026082	
ENSOCUG00000012944	ubiquitin conjugating enzyme E2 G2 
ENSOCUG00000012529	
ENSOCUG00000006732	
ENSOCUG00000012031	pleckstrin 2 
ENSOCUG00000021133	
ENSOCUG00000023280	
ENSOCUG00000026613	
ENSOCUG00000029746	zinc finger protein 16 
ENSOCUG00000004374	poly(ADP-ribose) polymerase family member 6 
ENSOCUG00000024716	
ENSOCUG00000029462	
ENSOCUG00000010277	
ENSOCUG00000027373	
ENSOCUG00000024438	
ENSOCUG00000029637	
ENSOCUG00000011351	cleavage stimulation factor subunit 1 
ENSOCUG00000024748	
ENSOCUG00000026920	
ENSOCUG00000024631	
ENSOCUG00000009564	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 
ENSOCUG00000026342	
ENSOCUG00000004939	ATPase plasma membrane Ca2+ transporting 2 
ENSOCUG00000024340	
ENSOCUG00000017433	
ENSOCUG00000004037	synaptonemal complex protein 2 
ENSOCUG00000011299	checkpoint kinase 2 
ENSOCUG00000026997	
ENSOCUG00000015839	family with sequence similarity 83 member G 
ENSOCUG00000027795	
ENSOCUG00000026296	TruB pseudouridine synthase family member 2 
ENSOCUG00000014146	
ENSOCUG00000012004	
ENSOCUG00000000399	
ENSOCUG00000029328	2'-5'-oligoadenylate synthetase like 
ENSOCUG00000022081	zinc finger protein 7 
ENSOCUG00000028082	
ENSOCUG00000016496	melanophilin 
ENSOCUG00000006483	COMM domain containing 5 
ENSOCUG00000006981	patched domain containing 3 
ENSOCUG00000011998	Kruppel like factor 1 
ENSOCUG00000015149	thrombospondin type laminin G domain and EAR repeats 
ENSOCUG00000001968	
ENSOCUG00000029706	
ENSOCUG00000026644	
ENSOCUG00000029051	
ENSOCUG00000026048	
ENSOCUG00000015812	phosphoribosyl pyrophosphate synthetase associated protein 2 
ENSOCUG00000006973	adhesion G protein-coupled receptor E2 
ENSOCUG00000012023	eukaryotic translation initiation factor 2 subunit alpha 
ENSOCUG00000023400	
ENSOCUG00000014725	
ENSOCUG00000002652	Rho GTPase activating protein 39 
ENSOCUG00000021283	
ENSOCUG00000002572	leucine rich repeat containing 3 
ENSOCUG00000022405	
ENSOCUG00000025422	chromosome 12 open reading frame 43 
ENSOCUG00000021573	deoxyribonuclease 2, lysosomal 
ENSOCUG00000004239	hypoxia up-regulated 1 
ENSOCUG00000029179	
ENSOCUG00000016326	SMAD specific E3 ubiquitin protein ligase 1 
ENSOCUG00000023676	
ENSOCUG00000027245	
ENSOCUG00000009741	death inducer-obliterator 1 
ENSOCUG00000005318	SWI5 homologous recombination repair protein 
ENSOCUG00000024413	
ENSOCUG00000009967	Oryctolagus cuniculus plasminogen activator, tissue (PLAT), mRNA. 
ENSOCUG00000007190	cytoglobin 
ENSOCUG00000017925	SRY-box 1 
ENSOCUG00000017898	aurora kinase A 
ENSOCUG00000022325	
ENSOCUG00000012838	
ENSOCUG00000029496	unc-93 homolog A (C. elegans) 
ENSOCUG00000012923	
ENSOCUG00000026273	
ENSOCUG00000023539	
ENSOCUG00000022511	
ENSOCUG00000008015	
ENSOCUG00000026360	
ENSOCUG00000022062	
ENSOCUG00000014540	rhomboid 5 homolog 2 
ENSOCUG00000004266	family with sequence similarity 222 member A 
ENSOCUG00000011983	microtubule associated serine/threonine kinase 1 
ENSOCUG00000003579	testis expressed 36 
ENSOCUG00000011001	
ENSOCUG00000004269	transient receptor potential cation channel subfamily V member 4 
ENSOCUG00000012018	ATPase H+ transporting V1 subunit D 
ENSOCUG00000005698	
ENSOCUG00000025992	
ENSOCUG00000003588	erythroid differentiation regulatory factor 1 
ENSOCUG00000027028	
ENSOCUG00000021541	Serine hydroxymethyltransferase, cytosolic  
ENSOCUG00000025732	prolactin releasing hormone 
ENSOCUG00000023494	
ENSOCUG00000005185	forkhead box N4 
ENSOCUG00000022469	
ENSOCUG00000011315	
ENSOCUG00000026587	
ENSOCUG00000026355	goosecoid homeobox 
ENSOCUG00000028185	
ENSOCUG00000011871	KIAA1549 
ENSOCUG00000027499	
ENSOCUG00000013102	lysozyme like 4 
ENSOCUG00000017543	
ENSOCUG00000017897	family with sequence similarity 210 member B 
ENSOCUG00000010849	dicer 1, ribonuclease III 
ENSOCUG00000011319	coiled-coil domain containing 117 
ENSOCUG00000015676	
ENSOCUG00000011140	
ENSOCUG00000015654	trafficking kinesin protein 1 
ENSOCUG00000010002	melanocortin 3 receptor 
ENSOCUG00000013799	uveal autoantigen with coiled-coil domains and ankyrin repeats 
ENSOCUG00000017566	aryl hydrocarbon receptor nuclear translocator 2 
ENSOCUG00000009805	huntingtin 
ENSOCUG00000006928	
ENSOCUG00000029660	
ENSOCUG00000000072	cerebellin 4 precursor 
ENSOCUG00000008241	PR/SET domain 12 
ENSOCUG00000012908	
ENSOCUG00000009223	docking protein 5 
ENSOCUG00000006119	pyruvate kinase, muscle 
ENSOCUG00000001829	transformation/transcription domain associated protein 
ENSOCUG00000002313	
ENSOCUG00000009684	zinc and ring finger 3 
ENSOCUG00000002125	myosin IH 
ENSOCUG00000025857	
ENSOCUG00000021465	transmembrane protein 213 
ENSOCUG00000009696	chromosome 22 open reading frame 31 
ENSOCUG00000009703	kringle containing transmembrane protein 1 
ENSOCUG00000013544	ATPase H+ transporting V0 subunit a4 
ENSOCUG00000024966	
ENSOCUG00000015985	CDKN1A interacting zinc finger protein 1 
ENSOCUG00000017746	
ENSOCUG00000027331	
ENSOCUG00000025205	
ENSOCUG00000021752	family with sequence similarity 217 member B 
ENSOCUG00000001844	pyrroline-5-carboxylate reductase 1 
ENSOCUG00000004940	prefoldin subunit 4 
ENSOCUG00000026406	
ENSOCUG00000001680	matrix metallopeptidase 21 
ENSOCUG00000026839	
ENSOCUG00000004432	
ENSOCUG00000004935	cytochrome P450 family 24 subfamily A member 1 
ENSOCUG00000017598	
ENSOCUG00000002391	MTOR associated protein, LST8 homolog 
ENSOCUG00000021842	
ENSOCUG00000017589	cyclin L2 
ENSOCUG00000023975	
ENSOCUG00000003064	nucleoporin 153 
ENSOCUG00000021432	
ENSOCUG00000012009	membrane palmitoylated protein 5 
ENSOCUG00000004355	target of myb1 like 2 membrane trafficking protein 
ENSOCUG00000004572	
ENSOCUG00000026820	
ENSOCUG00000023256	
ENSOCUG00000022264	
ENSOCUG00000000263	zinc finger protein 333 
ENSOCUG00000026337	
ENSOCUG00000024758	
ENSOCUG00000013887	myeloid associated differentiation marker like 2 
ENSOCUG00000023621	VPS11, CORVET/HOPS core subunit 
ENSOCUG00000025125	
ENSOCUG00000029056	C-type lectin domain family 17 member A 
ENSOCUG00000011331	double homeobox A 
ENSOCUG00000021235	Oryctolagus cuniculus pre-B lymphocyte 1 (VPREB1), mRNA. 
ENSOCUG00000010870	calmin 
ENSOCUG00000006420	Smith-Magenis syndrome chromosome region, candidate 8 
ENSOCUG00000021709	
ENSOCUG00000025086	
ENSOCUG00000029243	zinc finger protein 264 
ENSOCUG00000009306	La ribonucleoprotein domain family member 6 
ENSOCUG00000011337	aurora kinase C 
ENSOCUG00000002400	BRICHOS domain containing 5 
ENSOCUG00000011698	
ENSOCUG00000006409	topoisomerase (DNA) III alpha 
ENSOCUG00000024617	
ENSOCUG00000013497	
ENSOCUG00000021926	
ENSOCUG00000004927	breast carcinoma amplified sequence 1 
ENSOCUG00000014278	
ENSOCUG00000025142	
ENSOCUG00000026094	
ENSOCUG00000001468	catenin beta 1 
ENSOCUG00000011363	zinc finger protein 217 
ENSOCUG00000008761	BRCA2 and CDKN1A interacting protein 
ENSOCUG00000023874	aurora kinase A interacting protein 1 
ENSOCUG00000016396	family with sequence similarity 71 member D 
ENSOCUG00000002587	teashirt zinc finger homeobox 2 
ENSOCUG00000010063	leucine rich repeat containing 49 
ENSOCUG00000022783	
ENSOCUG00000023143	
ENSOCUG00000006107	GRAM domain containing 2 
ENSOCUG00000025202	
ENSOCUG00000009416	DEAH-box helicase 35 
ENSOCUG00000022224	
ENSOCUG00000021857	
ENSOCUG00000001585	ribonucleic acid export 1 
ENSOCUG00000025393	
ENSOCUG00000009960	adaptor related protein complex 3 mu 2 subunit 
ENSOCUG00000029489	
ENSOCUG00000029011	zinc finger protein 805 
ENSOCUG00000014534	aralkylamine N-acetyltransferase 
ENSOCUG00000029581	ZFP64 zinc finger protein 
ENSOCUG00000004492	potassium voltage-gated channel subfamily Q member 1 
ENSOCUG00000026054	SUMO/sentrin peptidase family member, NEDD8 specific 
ENSOCUG00000029193	
ENSOCUG00000000898	gephyrin 
ENSOCUG00000008602	zinc finger protein 416 
ENSOCUG00000026889	
ENSOCUG00000027431	
ENSOCUG00000029563	
ENSOCUG00000021846	
ENSOCUG00000008767	DEAH-box helicase 32 (putative) 
ENSOCUG00000027687	
ENSOCUG00000020920	
ENSOCUG00000029327	
ENSOCUG00000017425	
ENSOCUG00000000475	potassium channel tetramerization domain containing 10 
ENSOCUG00000005148	
ENSOCUG00000014518	ubiquitin conjugating enzyme E2 O 
ENSOCUG00000014017	mitochondrial fission process 1 
ENSOCUG00000023555	
ENSOCUG00000008616	
ENSOCUG00000004365	
ENSOCUG00000002970	family with sequence similarity 8 member A1 
ENSOCUG00000029400	zinc finger protein interacting with K protein 1 
ENSOCUG00000029463	
ENSOCUG00000025927	Oryctolagus cuniculus vomeronasal 1 receptor oryCunV1R1608 (ORYCUNV1R1608), mRNA. 
ENSOCUG00000025192	collagen type VI alpha 1 chain 
ENSOCUG00000024982	
ENSOCUG00000029464	
ENSOCUG00000029029	
ENSOCUG00000027071	solute carrier family 15 member 4 
ENSOCUG00000013932	ubiquitin protein ligase E3B 
ENSOCUG00000023040	Oryctolagus cuniculus vomeronasal 1 receptor oryCunV1R1581 (ORYCUNV1R1581), mRNA. 
ENSOCUG00000011797	spalt like transcription factor 4 
ENSOCUG00000025765	
ENSOCUG00000000731	
ENSOCUG00000024995	
ENSOCUG00000010488	
ENSOCUG00000015982	chromosome 9 open reading frame 16 
ENSOCUG00000015161	hydroxymethylbilane synthase 
ENSOCUG00000025595	rhomboid domain containing 3 
ENSOCUG00000022636	Oryctolagus cuniculus vomeronasal 1 receptor oryCunV1R1519 (ORYCUNV1R1519), mRNA. 
ENSOCUG00000008841	glutamate-ammonia ligase 
ENSOCUG00000014227	SEC14 like lipid binding 3 
ENSOCUG00000023615	
ENSOCUG00000023384	Oryctolagus cuniculus vomeronasal 1 receptor oryCunV1R1652 (ORYCUNV1R1652), mRNA. 
ENSOCUG00000021002	lipocalin 12 
ENSOCUG00000022778	
ENSOCUG00000006112	beta-1,3-glucuronyltransferase 1 
ENSOCUG00000004438	
ENSOCUG00000024228	
ENSOCUG00000021529	Oryctolagus cuniculus vomeronasal 1 receptor oryCunV1R1506 (ORYCUNV1R1506), mRNA. 
ENSOCUG00000007234	nucleoporin 133 
ENSOCUG00000021446	
ENSOCUG00000012650	
ENSOCUG00000015301	Oryctolagus cuniculus sodium channel, voltage-gated, type I, beta subunit (SCN1B), mRNA. 
ENSOCUG00000024587	Oryctolagus cuniculus vomeronasal 1 receptor oryCunV1R1653 (ORYCUNV1R1653), mRNA. 
ENSOCUG00000021951	
ENSOCUG00000022247	
ENSOCUG00000000163	phosphatidylinositol glycan anchor biosynthesis class G 
ENSOCUG00000001833	CAP, adenylate cyclase-associated protein, 2 (yeast) 
ENSOCUG00000006579	sphingosine kinase 1 
ENSOCUG00000007082	
ENSOCUG00000003188	ankyrin repeat domain 11 
ENSOCUG00000029572	zinc finger protein 134 
ENSOCUG00000024059	Oryctolagus cuniculus vomeronasal 1 receptor oryCunV1R1589 (ORYCUNV1R1589), mRNA. 
ENSOCUG00000024199	Oryctolagus cuniculus vomeronasal 1 receptor oryCunV1R1643 (ORYCUNV1R1643), mRNA. 
